date,gold_futures_STC,gold_futures_MTC,gold_futures_LTC,silver_futures_STC,silver_futures_MTC,silver_futures_LTC,platinum_futures_STC,platinum_futures_MTC,platinum_futures_LTC,palladium_futures_STC,palladium_futures_MTC,palladium_futures_LTC,gold_spot_STC,gold_spot_MTC,gold_spot_LTC,silver_spot_STC,silver_spot_MTC,silver_spot_LTC,platinum_spot_STC,platinum_spot_MTC,platinum_spot_LTC,palladium_spot_STC,palladium_spot_MTC,palladium_spot_LTC
2012-01-04,0.44774164430476066,0.21733614299270726,0.09429347035768229,-2.4244699990613636,0.8743458292594519,-0.0691649917318651,-1.25302345054513,0.35700936187941146,0.18677886835894905,-1.9428776051458572,-0.32926716515637333,0.005370906208789425,0.3851672919273298,0.033801256569897464,0.0692757096173069,-2.481948841715442,0.3555623363374656,0.25780827197208306,-1.5560644922547677,0.5102464600153963,0.11041014971415247,-1.1489170171005043,-0.39846014693688764,-0.17120628327775514
2012-01-05,0.13663565753375395,0.22686947704071803,0.09430313841577365,-0.135709587244778,0.8864878809397058,-0.06918710843100881,-0.8954354368933437,0.3718499633097232,0.18642363274330398,-1.1648895194582536,-0.31304378943754185,0.005380931121378878,0.5495793207363986,-0.019234092207935455,0.0696887384436391,0.01780450658756616,0.3404250841569656,0.2571569666932931,-0.9420315778657236,0.5345772848048609,0.11023519378477123,-1.201444081157207,-0.3757742196661857,-0.17141766739353442
2012-01-06,-0.5511422215998619,0.2531256176307052,0.09411774127310646,-2.9423064195999897,0.8968789568290063,-0.06921005330263115,-1.6302705511797728,0.4045708276121388,0.1860128704674486,-3.6226472996570642,-0.25111611332835204,0.00539410278199267,-0.24717064859974036,-0.06250779643157642,0.07009673375722184,-2.629449688102412,0.3416767125472956,0.2563724284075056,-1.3528283348816434,0.5672321536721571,0.11003805641232658,-3.5340744288151513,-0.2931975931673013,-0.17166143938742762
2012-01-09,-0.9022379463571737,0.26895203197504064,0.09373299143885727,-0.4916697722627211,0.9054614998471004,-0.06923382992805141,0.7484145558370107,0.44990037859281024,0.18554589050014048,0.7761767227935154,-0.1505681573422546,0.0054104364099831145,-0.39332571098585456,-0.09037849821719152,0.0704996800552091,0.31362223129685474,0.3656715467055467,0.2554542432658487,1.0188688594603406,0.6043357180776847,0.10981845940182602,0.8210326733886106,-0.1606923750008678,-0.1719388391452718
2012-01-10,1.0850555072526857,0.2664478086647609,0.09314460142220118,2.6832126646771943,0.9121888599201089,-0.0692584418885924,2.1451983418765113,0.5006953422198479,0.18502205215906425,2.7056109096862153,-0.02172292652017868,0.005429950652244012,1.3480844648019317,-0.09619918023621474,0.07089756129979441,2.3832731782362826,0.41651452136614375,0.25440286542104673,1.674228008994462,0.6409769372156676,0.10957613143570252,3.0455786667495595,0.008024230277964062,-0.1722511065529057
2012-01-11,0.15204583039279312,0.2508531261898145,0.09234830309812342,-0.5965060190137731,0.9170252838326924,-0.06928389274117881,1.453515688271044,0.5497833947638728,0.18444091053522055,0.9161445209681272,0.12487858848975522,0.0054526646329222245,0.662399603843381,-0.07423821414820841,0.07129035991349118,-0.5131890267232517,0.49365310173826493,0.2532198904490911,1.150413532094709,0.6722116825673619,0.10931082560162184,1.227845375272124,0.19918057690639016,-0.172599467592867
2012-01-12,0.16961087610073344,0.2318557614154899,0.09134000580411927,-0.07081299081765813,0.9199451710886893,-0.06931018594514023,-0.8143204201670865,0.5904978748434929,0.18380253478450567,-1.6136537431919709,0.2786803168307586,0.005478595431333694,0.28734247357900755,-0.021819702645556396,0.07167805528845492,-0.01470040842518805,0.5929481977528468,0.2519080657138113,-0.6014181353576731,0.6936030747300566,0.10902237196969411,-1.32279680434688,0.3990219803351638,-0.17298509263450068
2012-01-13,-1.3393173821177846,0.21823247987699562,0.09011649041201886,-2.870239596603034,0.9209321091083837,-0.06933732493540967,-1.1684780387242932,0.6177720951309916,0.18310761493472122,0.3026692727390371,0.42913903986730484,0.005507758042410452,-0.689497136192983,0.057851576906299065,0.07206062381962272,-2.5918463365622104,0.7077335028428853,0.25047090174997094,-1.0126318092915532,0.7027136960210653,0.10871080192841029,-0.02738115964369281,0.5938725477089578,-0.1734091209215466
2012-01-16,1.208958204178947,0.2116434914532952,0.088677197315676,1.2045423282504508,0.9199768669167593,-0.0693653131469216,-0.25691285768465316,0.6287771571480008,0.18235720463143978,-0.25925897585864344,0.5658289240489721,0.005540167843563863,0.022923068056780738,0.15744809962508188,0.07243804128806593,-0.3410085669686561,0.8288711800888826,0.2489123205730584,-0.3053997756461151,0.6992846231853331,0.10837637909000122,-0.3222278657752744,0.770341579553516,-0.173872601647251
2012-01-18,-0.04534666718314295,0.2177092013008064,0.08702533564198961,0.49714127114180395,0.9170768686888824,-0.06939415401460697,0.9257186799062654,0.6223161068843279,0.1815525079807131,3.361106743245081,0.6793620013965892,0.0055758394851587526,0.6181322679473252,0.26876642914596016,0.07281028347485581,0.6594671221965797,0.9445890518562721,0.2472363677686295,0.8314903485361156,0.6838486660694388,0.10801947713413579,3.3957412396552007,0.9171568395200425,-0.17437646288977107
2012-01-19,-0.6546293339206773,0.24361196228378418,0.08516625058614669,-0.954190565719669,0.912233942622048,-0.06942385097340022,-0.9886766566468665,0.5983313267676766,0.1806947797374409,0.25733758560322184,0.7642245054191934,0.0056147854499201955,-0.6225954693852565,0.38356612357729714,0.07317732616106441,-0.9603311643023418,1.041895455271987,0.24544711882010045,-0.9293359234507064,0.6572487262647031,0.10764052306075189,0.5254397241355666,1.0288139871000692,-0.17492149800207196
2012-01-20,0.19375246801092527,0.2956907580648962,0.0831061758729306,2.9145993909272714,0.9054554319567145,-0.06945440740952737,0.12109850934353517,0.557854935725256,0.17978528186241638,-0.38122470093032734,0.818896326673952,0.005657015235443513,0.02607804493643312,0.4931670427340308,0.073539145127763,3.522990642480861,1.1078129898622167,0.24354871426507985,0.14409706632209673,0.620427971553853,0.10724006095978086,-1.0024884996903516,1.1039227027167529,-0.175508280487496
2012-01-23,0.3948054571470494,0.3800462675840285,0.08085166856689074,1.0337593472915927,0.8967544648445445,-0.06948582646935157,1.2972383161580168,0.5036891457751028,0.17882527631643264,0.6001631558728898,0.8433289590975002,0.005702536719166082,-0.07128718594224676,0.5866824682912449,0.07389571615602276,-0.8132780247082072,1.1298736850869113,0.24154532344081753,1.14244303761809,0.5743790532208447,0.10681872183145585,0.6147706260162693,1.1419911270357808,-0.17613704262656768
2012-01-24,-1.3984921150700376,0.4944229203418601,0.07840936482276553,-1.734995126716625,0.8861473778905652,-0.0695181110703817,-1.765562053850013,0.440076831275075,0.17781602506028232,-1.7045327986605703,0.8376508235280045,0.005751352743748793,-1.3877936064645244,0.6510249792647915,0.0742470150269158,-2.362354777782338,1.0972635906846477,0.2394411703787861,-1.6252148920509866,0.5206005018835571,0.10637715226853847,-2.435293027446884,1.142566355080298,-0.17680748784493028
2012-01-25,1.4376535567214428,0.6027899972340648,0.07578592890485827,2.7172148882465,0.8736538591325205,-0.06955126407291295,1.5508682972346068,0.3717353637122298,0.17675879005475897,0.9359294225665103,0.8019904581865875,0.005803463560954132,1.937703141756328,0.6726674417129787,0.07459301752151284,2.587095033316666,1.0063764351384221,0.2372405098458949,1.6412269795274004,0.461300112638266,0.10591599886378869,1.4856117689095072,1.1051866897523737,-0.17751863692032685
2012-01-26,0.8176887425540849,0.6618231439498011,0.07298807096624663,1.0708354440417525,0.8592964543741048,-0.06958528828854531,1.1592594207693825,0.3028495756089884,0.17565483326065578,-1.1467144060474126,0.7366979441539142,0.005858867877279378,-0.12161609807065532,0.6382604270484342,0.07493369942088599,-0.5023409814769628,0.8669155597077289,0.23494760115888935,1.2525740856803904,0.3991735930730592,0.10543590820996823,-1.032434828544623,1.0299045815116235,-0.1782689343813154
2012-01-27,-0.39335770924190694,0.641355637989887,0.07002251910800203,-0.6342901441531285,0.8431015633656245,-0.06962018651670597,0.5039415753334467,0.23672140374977468,0.1745054166387665,-0.7656990591930954,0.6440072434238894,0.00591756260602503,0.44944359374631243,0.5405876536114933,0.07526903650610646,0.4111028355706624,0.6922565186817257,0.23256670363451676,0.2899992064046994,0.3364412634605886,0.10493752689983774,-1.212283212351791,0.9197261976059289,-0.17905641153406432
