abs_standardized_coef,feature,fold,group,mae,mode,r2,rmse,standardized_coef,target,test_std
0.17073074012292666,gold_silver_ratio_spot_lag1,3,REL_GOLD_SILVER,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,-0.17073074012292666,tci_same_scale_STC,3.9910350515692863
0.12549170790973926,gold_silver_ratio_spot_lag5,3,REL_GOLD_SILVER,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,-0.12549170790973926,tci_same_scale_STC,3.9910350515692863
0.433074098488049,gold_silver_ratio_spot_lag20,3,REL_GOLD_SILVER,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,-0.433074098488049,tci_same_scale_STC,3.9910350515692863
0.27809508436774694,gold_silver_ratio_spot_ma20_lag1,3,REL_GOLD_SILVER,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,-0.27809508436774694,tci_same_scale_STC,3.9910350515692863
0.11379672147286136,gold_silver_ratio_spot_std20_lag1,3,REL_GOLD_SILVER,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.11379672147286136,tci_same_scale_STC,3.9910350515692863
0.058143883383370704,gpr_act_lag1,3,GPR,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.058143883383370704,tci_same_scale_STC,3.9910350515692863
0.0369141486835956,gpr_act_lag5,3,GPR,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.0369141486835956,tci_same_scale_STC,3.9910350515692863
0.16619046397074244,gpr_act_lag20,3,GPR,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.16619046397074244,tci_same_scale_STC,3.9910350515692863
0.18577145846812967,gpr_act_ma20_lag1,3,GPR,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.18577145846812967,tci_same_scale_STC,3.9910350515692863
0.030503020321480463,gpr_act_std20_lag1,3,GPR,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.030503020321480463,tci_same_scale_STC,3.9910350515692863
0.002260500489521789,gold_platinum_ratio_spot_logchg_lag1,3,REL_GOLD_PLATINUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,-0.002260500489521789,tci_same_scale_STC,3.9910350515692863
0.0032075653323644735,gold_platinum_ratio_spot_logchg_lag5,3,REL_GOLD_PLATINUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,-0.0032075653323644735,tci_same_scale_STC,3.9910350515692863
0.009216244396769565,gold_platinum_ratio_spot_logchg_lag20,3,REL_GOLD_PLATINUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,-0.009216244396769565,tci_same_scale_STC,3.9910350515692863
0.3140111373645417,gold_platinum_ratio_spot_logchg_ma20_lag1,3,REL_GOLD_PLATINUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.3140111373645417,tci_same_scale_STC,3.9910350515692863
0.3550326130960188,gold_platinum_ratio_spot_logchg_std20_lag1,3,REL_GOLD_PLATINUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.3550326130960188,tci_same_scale_STC,3.9910350515692863
0.0,gold_platinum_ratio_spot_lag1,3,REL_GOLD_PLATINUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.0,tci_same_scale_STC,3.9910350515692863
0.0,gold_platinum_ratio_spot_lag5,3,REL_GOLD_PLATINUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.0,tci_same_scale_STC,3.9910350515692863
0.0,gold_platinum_ratio_spot_lag20,3,REL_GOLD_PLATINUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.0,tci_same_scale_STC,3.9910350515692863
0.0,gold_platinum_ratio_spot_ma20_lag1,3,REL_GOLD_PLATINUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.0,tci_same_scale_STC,3.9910350515692863
0.27893616987349107,gold_platinum_ratio_spot_std20_lag1,3,REL_GOLD_PLATINUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.27893616987349107,tci_same_scale_STC,3.9910350515692863
0.0,platinum_palladium_ratio_spot_logchg_lag1,3,REL_PLATINUM_PALLADIUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.0,tci_same_scale_STC,3.9910350515692863
0.0,platinum_palladium_ratio_spot_logchg_lag5,3,REL_PLATINUM_PALLADIUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,-0.0,tci_same_scale_STC,3.9910350515692863
0.0,platinum_palladium_ratio_spot_logchg_lag20,3,REL_PLATINUM_PALLADIUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,-0.0,tci_same_scale_STC,3.9910350515692863
0.13356784046321,platinum_palladium_ratio_spot_logchg_ma20_lag1,3,REL_PLATINUM_PALLADIUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,-0.13356784046321,tci_same_scale_STC,3.9910350515692863
0.23257664227959707,platinum_palladium_ratio_spot_logchg_std20_lag1,3,REL_PLATINUM_PALLADIUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,-0.23257664227959707,tci_same_scale_STC,3.9910350515692863
0.2545034622915819,platinum_palladium_ratio_spot_lag1,3,REL_PLATINUM_PALLADIUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.2545034622915819,tci_same_scale_STC,3.9910350515692863
0.19379325278505166,platinum_palladium_ratio_spot_lag5,3,REL_PLATINUM_PALLADIUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.19379325278505166,tci_same_scale_STC,3.9910350515692863
0.47988953836569487,platinum_palladium_ratio_spot_lag20,3,REL_PLATINUM_PALLADIUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.47988953836569487,tci_same_scale_STC,3.9910350515692863
0.22126180596884312,platinum_palladium_ratio_spot_ma20_lag1,3,REL_PLATINUM_PALLADIUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.22126180596884312,tci_same_scale_STC,3.9910350515692863
0.0,platinum_palladium_ratio_spot_std20_lag1,3,REL_PLATINUM_PALLADIUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.0,tci_same_scale_STC,3.9910350515692863
0.0,gold_silver_ratio_spot_logchg_lag1,3,REL_GOLD_SILVER,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.0,tci_same_scale_STC,3.9910350515692863
0.0,gold_silver_ratio_spot_logchg_lag5,3,REL_GOLD_SILVER,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,-0.0,tci_same_scale_STC,3.9910350515692863
0.012574050182819721,gold_silver_ratio_spot_logchg_lag20,3,REL_GOLD_SILVER,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.012574050182819721,tci_same_scale_STC,3.9910350515692863
0.13304135155964789,gold_silver_ratio_spot_logchg_ma20_lag1,3,REL_GOLD_SILVER,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.13304135155964789,tci_same_scale_STC,3.9910350515692863
0.11750657811989523,gold_silver_ratio_spot_logchg_std20_lag1,3,REL_GOLD_SILVER,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.11750657811989523,tci_same_scale_STC,3.9910350515692863
0.013289287132826294,gold_platinum_ratio_futures_logchg_lag1,3,REL_GOLD_PLATINUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,0.013289287132826294,tci_same_scale_STC,3.9910350515692863
0.01861758700273577,gold_platinum_ratio_futures_logchg_lag5,3,REL_GOLD_PLATINUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,-0.01861758700273577,tci_same_scale_STC,3.9910350515692863
0.0,gold_platinum_ratio_futures_logchg_lag20,3,REL_GOLD_PLATINUM,5.443999804603361,external_only,-1.7370221263549355,6.602747602266605,-0.0,tci_same_scale_STC,3.9910350515692863
