date,gold_silver_ratio_futures,gold_silver_ratio_futures_logchg,platinum_palladium_ratio_futures,platinum_palladium_ratio_futures_logchg,gold_platinum_ratio_futures,gold_platinum_ratio_futures_logchg,gold_silver_ratio_spot,gold_silver_ratio_spot_logchg,platinum_palladium_ratio_spot,platinum_palladium_ratio_spot_logchg,gold_platinum_ratio_spot,gold_platinum_ratio_spot_logchg
2012-01-03,54.12214256729339,,2.160348977135981,,1.1143991087592258,,53.984516997643894,,2.163574403634987,,1.1227721386069305,
2012-01-04,55.424957899439804,2.378660419189016,2.194260655485459,1.5575386437867045,1.1308860138143824,1.4686064779620227,55.271947873799725,2.3568224915204716,2.1805855161787364,0.7831755647899286,1.1388708309779536,1.4236521406398084
2012-01-05,55.301064991807756,-0.22378291227367342,2.219316052467208,1.1353905369340334,1.1399120492524186,0.7949701138305856,55.26346284935242,-0.015352590465678162,2.212465699725598,1.4514168689407692,1.1491353649893692,0.8972530662482409
2012-01-06,56.36788341526339,1.910738653377475,2.2829897743872745,2.8286824571032487,1.149479222210373,0.8357879904040688,56.26260869565217,1.791818835873471,2.287229702162383,3.323375336572787,1.1541562611487692,0.43597641352297045
2012-01-09,55.871725383920506,-0.8841108205995596,2.300241935483871,0.7528418230688061,1.1275812502191214,-1.9234137478732414,55.509303928325295,-1.3479525504160428,2.3158749492488835,1.2446215776972913,1.1296493688639553,-2.1462275660876413
2012-01-10,54.72077813181284,-2.0814951653690628,2.3035013345894173,0.14159780243714337,1.1120578011042193,-1.386267818915797,54.55648395721924,-1.7314077191580513,2.305325443786982,-0.45657071282875217,1.1172689938398357,-1.1019982317803476
2012-01-11,54.85446637671462,0.24401188760299064,2.329940957116221,1.1412642194792988,1.0933946850721883,-1.692492733889396,54.78926308769591,0.42576778414464833,2.320997273081418,0.6775095556780797,1.103141993957704,-1.2724842906550349
2012-01-12,54.69725136104103,-0.28701535100559283,2.36017949929145,1.289474820390768,1.099236131959038,0.5328266538594681,54.51984126984127,-0.4929550288196083,2.351319417093344,1.297967227988217,1.104643216080402,0.1359935148798619
2012-01-13,55.24015988076689,0.9876764006013339,2.3342450765864333,-1.1049143993074217,1.091968261408149,-0.6633700831701644,55.10857142857143,1.0740569965022928,2.3373872106708515,-0.5942895784857183,1.100691507217187,-0.35837762412506136
2012-01-16,54.93943919031027,-0.5458749890723702,2.3399033966967906,0.24211138806098376,1.1024471449975028,0.955057388853038,54.842509175842515,-0.483965724723312,2.3427230046948355,0.22802011449811754,1.0979492317969273,-0.2494520176591672
2012-01-18,54.34633140163049,-1.0854361160564263,2.2863235074068533,-2.3164572893555224,1.0863575378775483,-1.4701994250116437,54.35571568948575,-0.891583561253384,2.2845345345345347,-2.515163124545672,1.0906868222149195,-0.6636495111716199
2012-01-19,54.22989937395523,-0.21447064697968088,2.2582197867298577,-1.2368274266140955,1.0850959173635022,-0.11620057090889063,54.08847535096311,-0.49286342943664074,2.249537208441318,-1.543778887358882,1.0906714944042133,-0.001405345521614254
2012-01-20,52.53354380426204,-3.178051013525751,2.2676201710409907,0.41541008595211704,1.0819949281487742,-0.2861893249825165,51.82151741293533,-4.28156811380993,2.2709151537606522,0.9458391762968699,1.0876329700450302,-0.27898086603752176
2012-01-23,52.008057018903,-1.005324592368817,2.2796831855834907,0.5305580865599957,1.0699008701749912,-1.124049344951597,51.83766233766234,0.031150014685454863,2.276440554339898,0.24301610224485293,1.0742902915732138,-1.2343498141653781
